transaction_id,user_id,product_id_x,qty,price,timestamp,store_id,is_online,promo_id,category,brand,base_price,zone,province,profile,promo_type,product_id_y,discount,start_date,end_date,promo_id_used,target
PMTX0000941,U0154,P0067,4,273,06/08/2025 21:53,,True,PR0093,InstantFoods,Brand_023,95,Online,Online,Online,Flash Sale,P0067,30.0,22/07/2025 01:47,22/08/2025 01:47,PR0093,1
PMTX0000942,U0154,P0338,4,167,29/06/2025 02:24,S012,False,PR0035,Others,Brand_008,67,9.0,กรุงเทพฯ,Gas Station,Flash Sale,P0338,38.0,27/06/2025 13:39,06/07/2025 13:39,PR0035,1
PMTX0000943,U0154,P0745,5,730,21/08/2025 03:41,S038,False,PR0008,Others,Brand_014,276,11.0,กรุงเทพฯ,Educational Institution,Brandday,P0745,47.0,18/08/2025 19:29,28/08/2025 19:29,PR0008,1
PMTX0000944,U0154,P0964,4,388,29/08/2025 17:36,S040,False,PR0095,PersonalCare,Brand_008,197,1.0,ชลบุรี,Residential/Market,Buy 1 get 1,P0964,100.0,25/07/2025 20:15,09/09/2025 20:15,PR0095,1
PMTX0000945,U0154,P0522,3,144,04/07/2025 22:56,S015,False,PR0032,Household,Brand_006,70,1.0,ชลบุรี,Educational Institution,Product_Coupon,P0522,33.0,02/07/2025 08:12,11/07/2025 08:12,PR0032,1
PMTX0000946,U0155,P0792,4,185,06/07/2025 07:35,,True,PR0040,ReadyToEat,Brand_046,53,Online,Online,Online,Mega Sale,P0792,15.0,28/06/2025 06:57,02/08/2025 06:57,PR0040,1
PMTX0000947,U0155,P0772,4,493,23/07/2025 14:48,,True,PR0056,PersonalCare,Brand_006,150,Online,Online,Online,Flash Sale,P0772,18.0,01/07/2025 12:57,07/08/2025 12:57,PR0056,1
PMTX0000948,U0155,P0069,2,233,28/08/2025 10:05,S022,False,PR0031,FrozenFoods,Brand_012,135,6.0,นครราชสีมา,Hospital,Mega Sale,P0069,12.0,21/08/2025 21:03,30/08/2025 21:03,PR0031,1
PMTX0000949,U0155,P0012,3,574,16/09/2025 00:42,,True,PR0025,Others,Brand_050,281,Online,Online,Online,Product_Coupon,P0012,32.0,12/09/2025 17:26,22/09/2025 17:26,PR0025,1
PMTX0000950,U0155,P0769,1,57,12/07/2025 09:51,S043,False,PR0098,HealthBeauty,Brand_033,65,8.0,ขอนแก่น,Gas Station,Brandday,P0769,13.0,01/07/2025 04:16,14/07/2025 04:16,PR0098,1
PMTX0000951,U0155,P0516,2,158,03/08/2025 15:18,S030,False,PR0049,Household,Brand_017,107,2.0,อุบลราชธานี,Gas Station,Flash Sale,P0516,28.0,30/07/2025 08:37,08/08/2025 08:37,PR0049,1
PMTX0000952,U0155,P0506,4,230,11/08/2025 12:03,S025,False,PR0050,InstantFoods,Brand_008,117,6.0,นนทบุรี,Entertainment Venue,Buy 1 get 1,P0506,100.0,31/07/2025 17:45,14/08/2025 17:45,PR0050,1
PMTX0000953,U0155,P0936,4,73,13/09/2025 05:35,,True,PR0057,Snacks,Brand_006,37,Online,Online,Online,Buy 1 get 1,P0936,100.0,13/09/2025 05:35,21/09/2025 05:35,PR0057,1
PMTX0000954,U0155,P0639,5,250,04/07/2025 05:55,S013,False,PR0021,InstantFoods,Brand_050,103,8.0,สงขลา,Entertainment Venue,Buy 1 get 1,P0639,100.0,27/06/2025 17:34,03/08/2025 17:34,PR0021,1
PMTX0000955,U0155,P0587,1,174,15/09/2025 21:05,,True,PR0083,Household,Brand_020,169,Online,Online,Online,Buy 1 get 1,P0587,100.0,06/09/2025 17:03,19/09/2025 17:03,PR0083,1
PMTX0000956,U0155,P0183,5,59,01/08/2025 00:20,,True,PR0068,Snacks,Brand_008,16,Online,Online,Online,Product_Coupon,P0183,25.0,24/07/2025 13:49,20/09/2025 13:49,PR0068,1
PMTX0000957,U0156,P0726,5,465,01/07/2025 12:17,,True,PR0071,HealthBeauty,Brand_018,155,Online,Online,Online,Brandday,P0726,40.0,28/06/2025 22:44,20/08/2025 22:44,PR0071,1
PMTX0000958,U0156,P0413,1,125,26/08/2025 19:26,S030,False,PR0097,Household,Brand_013,154,2.0,อุบลราชธานี,Gas Station,Product_Coupon,P0413,21.0,30/07/2025 12:32,10/09/2025 12:32,PR0097,1
PMTX0000959,U0156,P0337,3,190,19/07/2025 06:01,S034,False,PR0019,ReadyToEat,Brand_013,101,6.0,สงขลา,Educational Institution,Mega Sale,P0337,38.0,18/07/2025 08:22,09/09/2025 08:22,PR0019,1
PMTX0000960,U0156,P0105,3,271,28/08/2025 19:52,S040,False,PR0060,Others,Brand_044,181,1.0,ชลบุรี,Residential/Market,Buy 1 get 1,P0105,100.0,23/08/2025 04:41,02/09/2025 04:41,PR0060,1
PMTX0000961,U0156,P0334,2,75,04/08/2025 12:39,,True,PR0041,Household,Brand_046,55,Online,Online,Online,Mega Sale,P0334,32.0,21/07/2025 05:16,03/09/2025 05:16,PR0041,1
PMTX0000962,U0156,P0869,3,394,22/08/2025 07:50,S025,False,PR0089,Others,Brand_045,175,6.0,นนทบุรี,Entertainment Venue,Brandday,P0869,26.0,28/07/2025 11:50,16/09/2025 11:50,PR0089,1
PMTX0000963,U0156,P0551,2,93,01/08/2025 10:03,S050,False,PR0092,ReadyToEat,Brand_040,62,3.0,สงขลา,Hospital,Mega Sale,P0551,27.0,27/06/2025 13:14,10/08/2025 13:14,PR0092,1
PMTX0000964,U0156,P0396,2,87,17/07/2025 14:08,S031,False,PR0016,DairyBakery,Brand_037,79,3.0,สุราษฎร์ธานี,Factory,Brandday,P0396,44.0,01/07/2025 13:39,16/08/2025 13:39,PR0016,1
PMTX0000965,U0156,P0671,3,214,08/08/2025 03:41,S039,False,PR0047,FrozenFoods,Brand_049,112,5.0,ภูเก็ต,Factory,Flash Sale,P0671,38.0,06/08/2025 15:42,20/09/2025 15:42,PR0047,1
PMTX0000966,U0156,P0136,4,243,04/08/2025 16:28,S016,False,PR0007,HealthBeauty,Brand_035,71,2.0,สุราษฎร์ธานี,Educational Institution,Brandday,P0136,14.0,24/07/2025 22:01,30/08/2025 22:01,PR0007,1
PMTX0000967,U0157,P0812,3,234,11/09/2025 22:04,S029,False,PR0079,PersonalCare,Brand_050,109,8.0,กรุงเทพฯ,Hospital,Flash Sale,P0812,30.0,11/09/2025 08:18,20/09/2025 08:18,PR0079,1
PMTX0000968,U0157,P0156,5,211,05/07/2025 15:08,S024,False,PR0055,InstantFoods,Brand_028,47,12.0,อุบลราชธานี,Entertainment Venue,Product_Coupon,P0156,12.0,30/06/2025 03:55,10/07/2025 03:55,PR0055,1
PMTX0000969,U0157,P0810,4,113,10/08/2025 05:44,S047,False,PR0081,Snacks,Brand_041,40,8.0,ภูเก็ต,Hospital,Flash Sale,P0810,31.0,03/08/2025 02:29,12/09/2025 02:29,PR0081,1
PMTX0000970,U0157,P0726,1,90,20/08/2025 06:28,S028,False,PR0071,HealthBeauty,Brand_018,155,6.0,เชียงใหม่,Office,Brandday,P0726,40.0,28/06/2025 22:44,20/08/2025 22:44,PR0071,1
PMTX0000971,U0157,P0911,4,229,14/07/2025 06:48,S030,False,PR0027,InstantFoods,Brand_031,84,2.0,อุบลราชธานี,Gas Station,Flash Sale,P0911,32.0,26/06/2025 23:29,06/08/2025 23:29,PR0027,1
PMTX0000972,U0158,P0434,4,290,16/08/2025 17:25,S016,False,PR0045,ReadyToEat,Brand_025,112,2.0,สุราษฎร์ธานี,Educational Institution,Mega Sale,P0434,34.0,18/07/2025 06:06,21/08/2025 06:06,PR0045,1
PMTX0000973,U0158,P0334,3,111,12/08/2025 02:21,S024,False,PR0041,Household,Brand_046,55,12.0,อุบลราชธานี,Entertainment Venue,Mega Sale,P0334,32.0,21/07/2025 05:16,03/09/2025 05:16,PR0041,1
PMTX0000974,U0158,P0492,3,182,09/09/2025 15:35,S005,False,PR0080,DairyBakery,Brand_014,78,10.0,ภูเก็ต,Tourist Attraction,Flash Sale,P0492,20.0,09/09/2025 08:11,17/09/2025 08:11,PR0080,1
PMTX0000975,U0159,P0445,2,204,03/09/2025 12:26,S049,False,PR0062,Household,Brand_002,114,8.0,สุราษฎร์ธานี,Factory,Product_Coupon,P0445,12.0,29/08/2025 08:02,11/09/2025 08:02,PR0062,1
PMTX0000976,U0159,P0790,2,91,26/08/2025 05:58,S035,False,PR0001,PersonalCare,Brand_040,56,12.0,อุบลราชธานี,Gas Station,Product_Coupon,P0790,19.0,23/08/2025 21:09,31/08/2025 21:09,PR0001,1
PMTX0000977,U0159,P0962,5,545,16/08/2025 20:08,S039,False,PR0011,HealthBeauty,Brand_010,179,5.0,ภูเก็ต,Factory,Product_Coupon,P0962,38.0,15/07/2025 06:56,21/08/2025 06:56,PR0011,1
PMTX0000978,U0159,P0648,3,207,17/07/2025 10:49,S050,False,PR0091,FrozenFoods,Brand_002,105,3.0,สงขลา,Hospital,Flash Sale,P0648,35.0,03/07/2025 20:39,17/07/2025 20:39,PR0091,1
PMTX0000979,U0159,P0140,2,180,05/07/2025 03:30,S039,False,PR0034,HealthBeauty,Brand_048,183,5.0,ภูเก็ต,Factory,Buy 1 get 1,P0140,100.0,28/06/2025 21:03,19/08/2025 21:03,PR0034,1
PMTX0000980,U0159,P0259,2,110,21/08/2025 00:15,S043,False,PR0074,Beverages,Brand_027,75,8.0,ขอนแก่น,Gas Station,Brandday,P0259,25.0,30/07/2025 07:52,18/09/2025 07:52,PR0074,1
PMTX0000981,U0160,P0726,2,189,11/07/2025 07:05,,True,PR0071,HealthBeauty,Brand_018,155,Online,Online,Online,Brandday,P0726,40.0,28/06/2025 22:44,20/08/2025 22:44,PR0071,1
PMTX0000982,U0160,P0869,3,398,29/07/2025 08:33,S035,False,PR0089,Others,Brand_045,175,12.0,อุบลราชธานี,Gas Station,Brandday,P0869,26.0,28/07/2025 11:50,16/09/2025 11:50,PR0089,1
PMTX0000983,U0160,P0140,4,375,04/07/2025 17:25,S001,False,PR0034,HealthBeauty,Brand_048,183,3.0,สุราษฎร์ธานี,Residential/Market,Buy 1 get 1,P0140,100.0,28/06/2025 21:03,19/08/2025 21:03,PR0034,1
PMTX0000984,U0161,P0277,3,147,15/08/2025 14:05,S024,False,PR0002,PersonalCare,Brand_018,72,12.0,อุบลราชธานี,Entertainment Venue,Mega Sale,P0277,31.0,13/07/2025 21:07,19/08/2025 21:07,PR0002,1
PMTX0000985,U0161,P0993,5,514,04/09/2025 03:45,,True,PR0076,PersonalCare,Brand_004,129,Online,Online,Online,Product_Coupon,P0993,19.0,13/08/2025 06:42,15/09/2025 06:42,PR0076,1
PMTX0000986,U0161,P0962,1,110,15/07/2025 17:52,S002,False,PR0011,HealthBeauty,Brand_010,179,5.0,สุราษฎร์ธานี,Hospital,Product_Coupon,P0962,38.0,15/07/2025 06:56,21/08/2025 06:56,PR0011,1
PMTX0000987,U0161,P0156,2,81,03/07/2025 19:32,S044,False,PR0055,InstantFoods,Brand_028,47,1.0,ขอนแก่น,Gas Station,Product_Coupon,P0156,12.0,30/06/2025 03:55,10/07/2025 03:55,PR0055,1
PMTX0000988,U0161,P0763,3,135,11/09/2025 01:58,S050,False,PR0090,ReadyToEat,Brand_029,53,3.0,สงขลา,Hospital,Mega Sale,P0763,14.0,23/07/2025 03:25,20/09/2025 03:25,PR0090,1
PMTX0000989,U0161,P0790,5,226,25/08/2025 16:17,S025,False,PR0001,PersonalCare,Brand_040,56,6.0,นนทบุรี,Entertainment Venue,Product_Coupon,P0790,19.0,23/08/2025 21:09,31/08/2025 21:09,PR0001,1
PMTX0000990,U0161,P0964,3,296,05/08/2025 06:32,S035,False,PR0095,PersonalCare,Brand_008,197,12.0,อุบลราชธานี,Gas Station,Buy 1 get 1,P0964,100.0,25/07/2025 20:15,09/09/2025 20:15,PR0095,1
PMTX0000991,U0161,P0473,5,265,07/08/2025 15:12,S039,False,PR0064,Household,Brand_039,59,5.0,ภูเก็ต,Factory,Product_Coupon,P0473,10.0,27/07/2025 02:49,02/09/2025 02:49,PR0064,1
PMTX0000992,U0161,P0769,4,220,10/07/2025 05:44,,True,PR0098,HealthBeauty,Brand_033,65,Online,Online,Online,Brandday,P0769,13.0,01/07/2025 04:16,14/07/2025 04:16,PR0098,1
PMTX0000993,U0161,P0434,4,295,21/08/2025 05:58,S048,False,PR0045,ReadyToEat,Brand_025,112,10.0,กรุงเทพฯ,Gas Station,Mega Sale,P0434,34.0,18/07/2025 06:06,21/08/2025 06:06,PR0045,1
PMTX0000994,U0161,P0993,5,524,31/08/2025 14:49,S038,False,PR0076,PersonalCare,Brand_004,129,11.0,กรุงเทพฯ,Educational Institution,Product_Coupon,P0993,19.0,13/08/2025 06:42,15/09/2025 06:42,PR0076,1
PMTX0000995,U0162,P0449,4,380,22/07/2025 03:57,S017,False,PR0022,ReadyToEat,Brand_003,143,9.0,นครราชสีมา,Hospital,Brandday,P0449,33.0,16/07/2025 12:56,25/07/2025 12:56,PR0022,1
PMTX0000996,U0162,P0156,2,83,10/07/2025 03:55,S009,False,PR0055,InstantFoods,Brand_028,47,8.0,นครราชสีมา,Office,Product_Coupon,P0156,12.0,30/06/2025 03:55,10/07/2025 03:55,PR0055,1
PMTX0000997,U0162,P0495,1,26,26/07/2025 22:24,S011,False,PR0052,InstantFoods,Brand_036,27,9.0,ภูเก็ต,Tourist Attraction,Buy 1 get 1,P0495,100.0,22/07/2025 05:05,02/08/2025 05:05,PR0052,1
PMTX0000998,U0162,P0506,4,234,06/08/2025 14:48,,True,PR0050,InstantFoods,Brand_008,117,Online,Online,Online,Buy 1 get 1,P0506,100.0,31/07/2025 17:45,14/08/2025 17:45,PR0050,1
PMTX0000999,U0163,P0977,5,362,29/08/2025 01:40,S049,False,PR0051,ReadyToEat,Brand_015,144,8.0,สุราษฎร์ธานี,Factory,Mega Sale,P0977,49.0,28/08/2025 19:43,06/09/2025 19:43,PR0051,1
PMTX0001000,U0163,P0409,3,269,04/08/2025 23:59,S003,False,PR0099,Household,Brand_043,106,10.0,กรุงเทพฯ,Gas Station,Mega Sale,P0409,13.0,26/07/2025 01:31,05/08/2025 01:31,PR0099,1
PMTX0001001,U0163,P0551,4,176,03/07/2025 04:07,,True,PR0092,ReadyToEat,Brand_040,62,Online,Online,Online,Mega Sale,P0551,27.0,27/06/2025 13:14,10/08/2025 13:14,PR0092,1
PMTX0001002,U0163,P0337,1,64,23/07/2025 21:57,,True,PR0019,ReadyToEat,Brand_013,101,Online,Online,Online,Mega Sale,P0337,38.0,18/07/2025 08:22,09/09/2025 08:22,PR0019,1
PMTX0001003,U0163,P0751,1,29,18/09/2025 14:26,S048,False,PR0063,Snacks,Brand_007,58,10.0,กรุงเทพฯ,Gas Station,Flash Sale,P0751,49.0,16/09/2025 06:33,23/09/2025 06:33,PR0063,1
PMTX0001004,U0163,P0114,1,12,18/08/2025 17:57,S046,False,PR0010,Snacks,Brand_043,19,4.0,เชียงใหม่,Educational Institution,Brandday,P0114,39.0,11/08/2025 04:43,19/08/2025 04:43,PR0010,1
PMTX0001005,U0163,P0790,5,229,26/08/2025 21:40,S031,False,PR0001,PersonalCare,Brand_040,56,3.0,สุราษฎร์ธานี,Factory,Product_Coupon,P0790,19.0,23/08/2025 21:09,31/08/2025 21:09,PR0001,1
PMTX0001006,U0164,P0183,2,24,26/07/2025 10:54,S009,False,PR0068,Snacks,Brand_008,16,8.0,นครราชสีมา,Office,Product_Coupon,P0183,25.0,24/07/2025 13:49,20/09/2025 13:49,PR0068,1
PMTX0001007,U0164,P0738,1,75,25/08/2025 22:10,S046,False,PR0017,HealthBeauty,Brand_047,84,4.0,เชียงใหม่,Educational Institution,Product_Coupon,P0738,11.0,20/08/2025 06:52,01/09/2025 06:52,PR0017,1
PMTX0001008,U0164,P0812,5,378,19/09/2025 14:54,S003,False,PR0079,PersonalCare,Brand_050,109,10.0,กรุงเทพฯ,Gas Station,Flash Sale,P0812,30.0,11/09/2025 08:18,20/09/2025 08:18,PR0079,1
PMTX0001009,U0164,P0183,1,12,07/08/2025 01:26,S025,False,PR0068,Snacks,Brand_008,16,6.0,นนทบุรี,Entertainment Venue,Product_Coupon,P0183,25.0,24/07/2025 13:49,20/09/2025 13:49,PR0068,1
PMTX0001010,U0164,P0334,2,75,21/08/2025 05:19,,True,PR0041,Household,Brand_046,55,Online,Online,Online,Mega Sale,P0334,32.0,21/07/2025 05:16,03/09/2025 05:16,PR0041,1
PMTX0001011,U0164,P0975,2,172,12/09/2025 19:28,S003,False,PR0100,Others,Brand_028,136,10.0,กรุงเทพฯ,Gas Station,Brandday,P0975,38.0,03/09/2025 05:46,15/09/2025 05:46,PR0100,1
PMTX0001012,U0165,P0587,4,329,12/09/2025 02:32,S024,False,PR0083,Household,Brand_020,169,12.0,อุบลราชธานี,Entertainment Venue,Buy 1 get 1,P0587,100.0,06/09/2025 17:03,19/09/2025 17:03,PR0083,1
PMTX0001013,U0165,P0277,3,153,13/07/2025 21:07,S016,False,PR0002,PersonalCare,Brand_018,72,2.0,สุราษฎร์ธานี,Educational Institution,Mega Sale,P0277,31.0,13/07/2025 21:07,19/08/2025 21:07,PR0002,1
PMTX0001014,U0165,P0136,1,62,16/08/2025 17:10,S015,False,PR0007,HealthBeauty,Brand_035,71,1.0,ชลบุรี,Educational Institution,Brandday,P0136,14.0,24/07/2025 22:01,30/08/2025 22:01,PR0007,1
PMTX0001015,U0165,P0516,3,233,07/08/2025 07:41,S011,False,PR0049,Household,Brand_017,107,9.0,ภูเก็ต,Tourist Attraction,Flash Sale,P0516,28.0,30/07/2025 08:37,08/08/2025 08:37,PR0049,1
PMTX0001016,U0165,P0182,4,426,02/09/2025 00:10,S046,False,PR0067,ReadyToEat,Brand_046,148,4.0,เชียงใหม่,Educational Institution,Product_Coupon,P0182,29.0,11/08/2025 02:29,21/09/2025 02:29,PR0067,1
PMTX0001017,U0165,P0656,5,186,07/09/2025 23:10,S048,False,PR0084,ReadyToEat,Brand_007,75,10.0,กรุงเทพฯ,Gas Station,Buy 1 get 1,P0656,100.0,01/08/2025 09:18,10/09/2025 09:18,PR0084,1
PMTX0001018,U0165,P0780,2,56,01/08/2025 18:57,,True,PR0043,InstantFoods,Brand_030,38,Online,Online,Online,Product_Coupon,P0780,28.0,28/07/2025 16:43,05/08/2025 16:43,PR0043,1
PMTX0001019,U0165,P0527,1,138,14/09/2025 21:52,,True,PR0026,Others,Brand_028,193,Online,Online,Online,Mega Sale,P0527,29.0,14/08/2025 01:45,18/09/2025 01:45,PR0026,1
PMTX0001020,U0165,P0259,5,277,13/09/2025 00:25,S010,False,PR0074,Beverages,Brand_027,75,3.0,อุบลราชธานี,Tourist Attraction,Brandday,P0259,25.0,30/07/2025 07:52,18/09/2025 07:52,PR0074,1
PMTX0001021,U0166,P0943,5,147,20/07/2025 08:40,S005,False,PR0042,ReadyToEat,Brand_009,60,10.0,ภูเก็ต,Tourist Attraction,Buy 1 get 1,P0943,100.0,09/07/2025 09:03,22/07/2025 09:03,PR0042,1
PMTX0001022,U0166,P0869,4,522,12/08/2025 02:16,S031,False,PR0089,Others,Brand_045,175,3.0,สุราษฎร์ธานี,Factory,Brandday,P0869,26.0,28/07/2025 11:50,16/09/2025 11:50,PR0089,1
PMTX0001023,U0166,P0639,5,263,28/07/2025 02:05,S020,False,PR0021,InstantFoods,Brand_050,103,6.0,ขอนแก่น,Entertainment Venue,Buy 1 get 1,P0639,100.0,27/06/2025 17:34,03/08/2025 17:34,PR0021,1
PMTX0001024,U0166,P0097,1,39,01/09/2025 03:10,S028,False,PR0036,Snacks,Brand_031,50,6.0,เชียงใหม่,Office,Brandday,P0097,21.0,09/08/2025 13:59,10/09/2025 13:59,PR0036,1
PMTX0001025,U0167,P0975,2,164,10/09/2025 17:15,S032,False,PR0100,Others,Brand_028,136,5.0,กรุงเทพฯ,Transport Hub,Brandday,P0975,38.0,03/09/2025 05:46,15/09/2025 05:46,PR0100,1
PMTX0001026,U0167,P0402,2,147,26/08/2025 02:26,S049,False,PR0085,FrozenFoods,Brand_006,150,8.0,สุราษฎร์ธานี,Factory,Buy 1 get 1,P0402,100.0,07/07/2025 19:18,01/09/2025 19:18,PR0085,1
PMTX0001027,U0167,P0656,3,113,20/08/2025 02:18,,True,PR0084,ReadyToEat,Brand_007,75,Online,Online,Online,Buy 1 get 1,P0656,100.0,01/08/2025 09:18,10/09/2025 09:18,PR0084,1
PMTX0001028,U0167,P0964,4,403,30/08/2025 23:08,S023,False,PR0095,PersonalCare,Brand_008,197,4.0,สุราษฎร์ธานี,Gas Station,Buy 1 get 1,P0964,100.0,25/07/2025 20:15,09/09/2025 20:15,PR0095,1
PMTX0001029,U0167,P0107,1,31,09/09/2025 21:16,S021,False,PR0006,Household,Brand_026,38,1.0,ภูเก็ต,Transport Hub,Mega Sale,P0107,22.0,01/08/2025 16:08,21/09/2025 16:08,PR0006,1
PMTX0001030,U0167,P0441,4,106,08/08/2025 18:15,S033,False,PR0003,Snacks,Brand_008,35,1.0,นครราชสีมา,Residential/Market,Product_Coupon,P0441,25.0,04/08/2025 01:41,11/09/2025 01:41,PR0003,1
PMTX0001031,U0167,P0810,4,109,04/08/2025 15:08,,True,PR0081,Snacks,Brand_041,40,Online,Online,Online,Flash Sale,P0810,31.0,03/08/2025 02:29,12/09/2025 02:29,PR0081,1
PMTX0001032,U0168,P0546,4,235,22/07/2025 23:49,S018,False,PR0066,HealthBeauty,Brand_004,116,6.0,กรุงเทพฯ,Educational Institution,Buy 1 get 1,P0546,100.0,06/07/2025 04:56,23/08/2025 04:56,PR0066,1
PMTX0001033,U0168,P0650,5,274,22/08/2025 21:11,S012,False,PR0030,InstantFoods,Brand_027,109,9.0,กรุงเทพฯ,Gas Station,Buy 1 get 1,P0650,100.0,08/07/2025 10:40,29/08/2025 10:40,PR0030,1
PMTX0001034,U0168,P0648,1,70,11/07/2025 00:42,S037,False,PR0091,FrozenFoods,Brand_002,105,10.0,ขอนแก่น,Educational Institution,Flash Sale,P0648,35.0,03/07/2025 20:39,17/07/2025 20:39,PR0091,1
PMTX0001035,U0169,P0745,2,300,19/08/2025 11:45,,True,PR0008,Others,Brand_014,276,Online,Online,Online,Brandday,P0745,47.0,18/08/2025 19:29,28/08/2025 19:29,PR0008,1
PMTX0001036,U0169,P0870,3,229,09/08/2025 10:01,S015,False,PR0070,ReadyToEat,Brand_035,115,1.0,ชลบุรี,Educational Institution,Flash Sale,P0870,32.0,12/07/2025 02:37,12/08/2025 02:37,PR0070,1
PMTX0001037,U0169,P0958,2,93,13/09/2025 23:05,S031,False,PR0072,DairyBakery,Brand_016,66,3.0,สุราษฎร์ธานี,Factory,Mega Sale,P0958,30.0,10/09/2025 22:11,17/09/2025 22:11,PR0072,1
PMTX0001038,U0170,P0738,1,75,01/09/2025 03:19,S004,False,PR0017,HealthBeauty,Brand_047,84,8.0,สุราษฎร์ธานี,Entertainment Venue,Product_Coupon,P0738,11.0,20/08/2025 06:52,01/09/2025 06:52,PR0017,1
PMTX0001039,U0170,P0413,4,478,23/08/2025 13:30,S044,False,PR0097,Household,Brand_013,154,1.0,ขอนแก่น,Gas Station,Product_Coupon,P0413,21.0,30/07/2025 12:32,10/09/2025 12:32,PR0097,1
PMTX0001040,U0170,P0792,5,223,13/07/2025 01:31,S014,False,PR0040,ReadyToEat,Brand_046,53,11.0,สุราษฎร์ธานี,Factory,Mega Sale,P0792,15.0,28/06/2025 06:57,02/08/2025 06:57,PR0040,1
PMTX0001041,U0171,P0217,1,192,22/08/2025 02:07,S024,False,PR0014,Others,Brand_018,292,12.0,อุบลราชธานี,Entertainment Venue,Product_Coupon,P0217,35.0,21/08/2025 17:23,01/09/2025 17:23,PR0014,1
PMTX0001042,U0171,P0413,3,374,09/09/2025 14:56,S014,False,PR0097,Household,Brand_013,154,11.0,สุราษฎร์ธานี,Factory,Product_Coupon,P0413,21.0,30/07/2025 12:32,10/09/2025 12:32,PR0097,1
PMTX0001043,U0171,P0841,2,106,19/08/2025 01:33,S038,False,PR0009,FrozenFoods,Brand_037,107,11.0,กรุงเทพฯ,Educational Institution,Buy 1 get 1,P0841,100.0,15/08/2025 06:25,22/08/2025 06:25,PR0009,1
PMTX0001044,U0171,P0402,2,147,29/07/2025 18:31,S020,False,PR0085,FrozenFoods,Brand_006,150,6.0,ขอนแก่น,Entertainment Venue,Buy 1 get 1,P0402,100.0,07/07/2025 19:18,01/09/2025 19:18,PR0085,1
PMTX0001045,U0171,P0107,2,59,12/08/2025 11:21,S036,False,PR0006,Household,Brand_026,38,10.0,กรุงเทพฯ,Entertainment Venue,Mega Sale,P0107,22.0,01/08/2025 16:08,21/09/2025 16:08,PR0006,1
PMTX0001046,U0171,P0277,1,50,30/07/2025 09:23,S050,False,PR0002,PersonalCare,Brand_018,72,3.0,สงขลา,Hospital,Mega Sale,P0277,31.0,13/07/2025 21:07,19/08/2025 21:07,PR0002,1
PMTX0001047,U0172,P0546,5,291,13/07/2025 12:42,S030,False,PR0066,HealthBeauty,Brand_004,116,2.0,อุบลราชธานี,Gas Station,Buy 1 get 1,P0546,100.0,06/07/2025 04:56,23/08/2025 04:56,PR0066,1
PMTX0001048,U0172,P0409,2,182,01/08/2025 05:30,S021,False,PR0099,Household,Brand_043,106,1.0,ภูเก็ต,Transport Hub,Mega Sale,P0409,13.0,26/07/2025 01:31,05/08/2025 01:31,PR0099,1
PMTX0001049,U0172,P0396,4,178,01/08/2025 05:37,S034,False,PR0016,DairyBakery,Brand_037,79,6.0,สงขลา,Educational Institution,Brandday,P0396,44.0,01/07/2025 13:39,16/08/2025 13:39,PR0016,1
PMTX0001050,U0172,P0780,5,136,02/08/2025 06:36,,True,PR0043,InstantFoods,Brand_030,38,Online,Online,Online,Product_Coupon,P0780,28.0,28/07/2025 16:43,05/08/2025 16:43,PR0043,1
PMTX0001051,U0172,P0136,1,62,12/08/2025 03:49,,True,PR0007,HealthBeauty,Brand_035,71,Online,Online,Online,Brandday,P0136,14.0,24/07/2025 22:01,30/08/2025 22:01,PR0007,1
PMTX0001052,U0172,P0615,2,94,17/08/2025 12:04,S038,False,PR0058,Snacks,Brand_016,58,11.0,กรุงเทพฯ,Educational Institution,Brandday,P0615,20.0,13/07/2025 17:30,05/09/2025 17:30,PR0058,1
PMTX0001053,U0172,P0482,1,82,28/06/2025 00:05,S010,False,PR0082,ReadyToEat,Brand_004,106,3.0,อุบลราชธานี,Tourist Attraction,Mega Sale,P0482,22.0,25/06/2025 23:19,04/07/2025 23:19,PR0082,1
PMTX0001054,U0172,P0958,3,138,17/09/2025 10:10,S010,False,PR0072,DairyBakery,Brand_016,66,3.0,อุบลราชธานี,Tourist Attraction,Mega Sale,P0958,30.0,10/09/2025 22:11,17/09/2025 22:11,PR0072,1
PMTX0001055,U0172,P0189,2,162,13/09/2025 12:20,,True,PR0015,DairyBakery,Brand_023,93,Online,Online,Online,Flash Sale,P0189,14.0,05/09/2025 02:23,18/09/2025 02:23,PR0015,1
PMTX0001056,U0173,P0704,2,36,21/07/2025 21:33,S018,False,PR0054,Beverages,Brand_048,23,6.0,กรุงเทพฯ,Educational Institution,Flash Sale,P0704,21.0,17/07/2025 12:42,31/07/2025 12:42,PR0054,1
PMTX0001057,U0173,P0794,1,56,02/09/2025 11:20,S016,False,PR0096,Household,Brand_035,101,2.0,สุราษฎร์ธานี,Educational Institution,Product_Coupon,P0794,44.0,23/08/2025 19:40,03/09/2025 19:40,PR0096,1
PMTX0001058,U0174,P0650,2,111,16/07/2025 16:59,S048,False,PR0030,InstantFoods,Brand_027,109,10.0,กรุงเทพฯ,Gas Station,Buy 1 get 1,P0650,100.0,08/07/2025 10:40,29/08/2025 10:40,PR0030,1
