transaction_id,timestamp,tx_date,user_id,store_id,product_id,qty,price,promo_id,is_online,promo_type,discount,start_date,end_date,festival_name,festival_category,InFestival,zone,province,profile,category,brand,base_price,promo_product_id
TX0002116,2025-06-29 20:49:00,2025-06-29,U0151,S004,P0871,5,252,,,,,,,,,0,8,สุราษฎร์ธานี,Entertainment Venue,Beverages,Brand_027,47,
TX0002117,2025-08-04 02:41:00,2025-08-04,U0151,S049,P0742,5,222,,,,,,,,,0,8,สุราษฎร์ธานี,Factory,InstantFoods,Brand_044,42,
TX0002118,2025-06-29 04:55:00,2025-06-29,U0151,S011,P0563,5,232,,,,,,,,,0,9,ภูเก็ต,Tourist Attraction,InstantFoods,Brand_020,48,
TX0002119,2025-07-17 21:33:00,2025-07-17,U0151,S004,P0201,5,222,,,,,,,,,0,8,สุราษฎร์ธานี,Entertainment Venue,Household,Brand_013,45,
TX0002120,2025-08-05 03:25:00,2025-08-05,U0151,S027,P0681,2,185,,,,,,,,,0,9,กรุงเทพฯ,Educational Institution,ReadyToEat,Brand_012,87,
TX0002121,2025-07-21 00:22:00,2025-07-21,U0151,S007,P0252,3,181,,,,,,,,,0,10,เชียงใหม่,Hospital,PersonalCare,Brand_009,59,
TX0002122,2025-08-07 13:52:00,2025-08-07,U0151,S001,P0847,2,281,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,PersonalCare,Brand_042,133,
TX0002123,2025-06-28 07:59:00,2025-06-28,U0151,S044,P0963,2,75,,,,,,,,,0,1,ขอนแก่น,Gas Station,InstantFoods,Brand_019,39,
TX0002124,2025-09-19 03:22:00,2025-09-19,U0151,S040,P0387,1,78,,,,,,,,,0,1,ชลบุรี,Residential/Market,Household,Brand_034,78,
TX0002125,2025-07-31 19:47:00,2025-07-31,U0151,S028,P0739,1,50,,,,,,,,,0,6,เชียงใหม่,Office,ReadyToEat,Brand_034,52,
TX0002126,2025-08-07 17:19:00,2025-08-07,U0151,S046,P0730,5,144,,,,,,,,,0,4,เชียงใหม่,Educational Institution,Beverages,Brand_017,30,
TX0002127,2025-08-21 06:02:00,2025-08-21,U0151,S049,P0818,1,115,,,,,,,,,0,8,สุราษฎร์ธานี,Factory,InstantFoods,Brand_021,108,
TX0002128,2025-08-08 14:03:00,2025-08-08,U0151,S007,P0787,3,566,,,,,,,8.8 Double Day,วันเลขเบิ้ล,1,10,เชียงใหม่,Hospital,Others,Brand_002,174,
TX0002129,2025-08-29 04:47:00,2025-08-29,U0151,S028,P0533,5,901,,,,,,,,,0,6,เชียงใหม่,Office,Others,Brand_029,165,
TX0002130,2025-09-01 15:48:00,2025-09-01,U0152,S001,P0331,4,535,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,Others,Brand_001,132,
TX0002131,2025-09-16 19:17:00,2025-09-16,U0152,S048,P0697,1,81,,,,,,,,,0,10,กรุงเทพฯ,Gas Station,HealthBeauty,Brand_038,76,
TX0002132,2025-09-22 09:33:00,2025-09-22,U0152,S034,P0144,2,105,,,,,,,เทศกาลกินเจ (Vegetarian Festival),เทศกาลไทย-จีน,1,6,สงขลา,Educational Institution,Snacks,Brand_007,52,
TX0002133,2025-09-20 13:41:00,2025-09-20,U0152,S036,P0692,4,381,,,,,,,,,0,10,กรุงเทพฯ,Entertainment Venue,ReadyToEat,Brand_037,93,
TX0002134,2025-07-16 06:11:00,2025-07-16,U0152,S044,P0575,2,269,,,,,,,,,0,1,ขอนแก่น,Gas Station,HealthBeauty,Brand_020,129,
TX0002135,2025-08-27 18:56:00,2025-08-27,U0152,S027,P0968,5,410,,,,,,,,,0,9,กรุงเทพฯ,Educational Institution,ReadyToEat,Brand_026,79,
TX0002136,2025-07-06 22:11:00,2025-07-06,U0152,S005,P0781,5,125,,,,,,,,,0,10,ภูเก็ต,Tourist Attraction,Beverages,Brand_016,23,
TX0002137,2025-08-31 01:40:00,2025-08-31,U0152,S049,P0271,5,835,,,,,,,,,0,8,สุราษฎร์ธานี,Factory,HealthBeauty,Brand_029,154,
TX0002138,2025-09-14 18:25:00,2025-09-14,U0152,S025,P0965,5,146,,,,,,,,,0,6,นนทบุรี,Entertainment Venue,Beverages,Brand_035,30,
TX0002139,2025-07-04 11:45:00,2025-07-04,U0152,S038,P0964,4,793,,,,,,,,,0,11,กรุงเทพฯ,Educational Institution,PersonalCare,Brand_008,197,
TX0002140,2025-06-26 20:15:00,2025-06-26,U0152,S032,P1000,5,210,,,,,,,,,0,5,กรุงเทพฯ,Transport Hub,Beverages,Brand_003,44,
TX0002141,2025-09-12 13:36:00,2025-09-12,U0152,S033,P0575,2,279,,,,,,,,,0,1,นครราชสีมา,Residential/Market,HealthBeauty,Brand_020,129,
TX0002142,2025-07-18 03:14:00,2025-07-18,U0152,S012,P0918,5,435,,,,,,,,,0,9,กรุงเทพฯ,Gas Station,HealthBeauty,Brand_005,87,
TX0002143,2025-09-06 13:14:00,2025-09-06,U0152,S014,P0534,1,64,,,,,,,,,0,11,สุราษฎร์ธานี,Factory,PersonalCare,Brand_004,66,
TX0002144,2025-09-20 23:52:00,2025-09-20,U0152,S014,P0560,2,372,,,,,,,,,0,11,สุราษฎร์ธานี,Factory,FrozenFoods,Brand_003,172,
TX0002145,2025-07-03 12:51:00,2025-07-03,U0152,S035,P0523,3,234,,,,,,,,,0,12,อุบลราชธานี,Gas Station,ReadyToEat,Brand_017,75,
TX0002146,2025-06-28 13:43:00,2025-06-28,U0152,S038,P0127,3,272,,,,,,,,,0,11,กรุงเทพฯ,Educational Institution,FrozenFoods,Brand_015,86,
TX0002147,2025-07-31 04:26:00,2025-07-31,U0152,S002,P0304,3,390,,,,,,,,,0,5,สุราษฎร์ธานี,Hospital,PersonalCare,Brand_026,135,
TX0002148,2025-07-20 22:46:00,2025-07-20,U0152,S028,P0036,2,64,,,,,,,,,0,6,เชียงใหม่,Office,InstantFoods,Brand_042,29,
TX0002149,2025-07-22 23:48:00,2025-07-22,U0153,S039,P0970,4,505,,,,,,,,,0,5,ภูเก็ต,Factory,InstantFoods,Brand_012,118,
TX0002150,2025-08-13 08:15:00,2025-08-13,U0153,S018,P0531,5,816,,,,,,,,,0,6,กรุงเทพฯ,Educational Institution,HealthBeauty,Brand_014,156,
TX0002151,2025-08-05 00:44:00,2025-08-05,U0153,S020,P0357,5,440,,,,,,,,,0,6,ขอนแก่น,Entertainment Venue,InstantFoods,Brand_020,85,
TX0002152,2025-08-10 17:09:00,2025-08-10,U0153,S030,P0336,1,115,,,,,,,,,0,2,อุบลราชธานี,Gas Station,ReadyToEat,Brand_012,110,
TX0002153,2025-08-12 11:01:00,2025-08-12,U0153,S013,P0272,1,208,,,,,,,วันแม่แห่งชาติ (Mother's Day),วันพิเศษไทย,1,8,สงขลา,Entertainment Venue,HealthBeauty,Brand_005,198,
TX0002154,2025-09-10 22:28:00,2025-09-10,U0153,S012,P0657,4,188,,,,,,,,,0,9,กรุงเทพฯ,Gas Station,Beverages,Brand_012,47,
TX0002155,2025-07-15 19:52:00,2025-07-15,U0153,S037,P0855,4,120,,,,,,,,,0,10,ขอนแก่น,Educational Institution,Beverages,Brand_002,29,
TX0002156,2025-08-21 05:29:00,2025-08-21,U0153,S045,P0002,5,990,,,,,,,,,0,10,นครราชสีมา,Gas Station,HealthBeauty,Brand_030,191,
TX0002157,2025-08-05 14:42:00,2025-08-05,U0153,S009,P0089,4,317,,,,,,,,,0,8,นครราชสีมา,Office,DairyBakery,Brand_004,82,
TX0002158,2025-09-15 05:50:00,2025-09-15,U0153,S005,P0841,4,407,,,,,,,,,0,10,ภูเก็ต,Tourist Attraction,FrozenFoods,Brand_037,107,
TX0002159,2025-08-02 16:30:00,2025-08-02,U0153,S030,P0583,2,200,,,,,,,,,0,2,อุบลราชธานี,Gas Station,ReadyToEat,Brand_024,96,
TX0002160,2025-07-08 04:01:00,2025-07-08,U0154,S034,P0949,3,161,,,,,,,,,0,6,สงขลา,Educational Institution,HealthBeauty,Brand_025,52,
TX0002161,2025-08-31 02:15:00,2025-08-31,U0154,S004,P0189,4,355,,,,,,,,,0,8,สุราษฎร์ธานี,Entertainment Venue,DairyBakery,Brand_023,93,
TX0002162,2025-09-11 02:31:00,2025-09-11,U0154,S022,P0382,1,57,,,,,,,,,0,6,นครราชสีมา,Hospital,HealthBeauty,Brand_048,55,
TX0002163,2025-07-28 20:57:00,2025-07-28,U0154,S001,P0393,3,346,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,Others,Brand_002,109,
TX0002164,2025-09-07 10:49:00,2025-09-07,U0154,S001,P0781,2,47,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,Beverages,Brand_016,23,
TX0002165,2025-08-26 09:12:00,2025-08-26,U0154,S044,P0937,4,482,,,,,,,,,0,1,ขอนแก่น,Gas Station,ReadyToEat,Brand_042,111,
TX0002166,2025-08-19 15:50:00,2025-08-19,U0154,S025,P0629,3,187,,,,,,,,,0,6,นนทบุรี,Entertainment Venue,InstantFoods,Brand_028,58,
TX0002167,2025-06-29 20:17:00,2025-06-29,U0154,S023,P0878,4,202,,,,,,,,,0,4,สุราษฎร์ธานี,Gas Station,DairyBakery,Brand_018,47,
TX0002168,2025-07-05 05:17:00,2025-07-05,U0154,S024,P0478,5,644,,,,,,,,,0,12,อุบลราชธานี,Entertainment Venue,HealthBeauty,Brand_004,129,
TX0002169,2025-09-10 04:56:00,2025-09-10,U0154,S002,P0825,3,192,,,,,,,,,0,5,สุราษฎร์ธานี,Hospital,Household,Brand_010,65,
TX0002170,2025-07-11 02:27:00,2025-07-11,U0154,S034,P0610,3,492,,,,,,,เข้าพรรษา (Buddhist Lent),วันสำคัญทางศาสนา,1,6,สงขลา,Educational Institution,HealthBeauty,Brand_012,151,
TX0002171,2025-08-08 12:14:00,2025-08-08,U0154,S044,P0688,5,217,,,,,,,8.8 Double Day,วันเลขเบิ้ล,1,1,ขอนแก่น,Gas Station,Snacks,Brand_041,45,
TX0002172,2025-06-30 02:05:00,2025-06-30,U0154,S038,P0883,3,227,,,,,,,,,0,11,กรุงเทพฯ,Educational Institution,DairyBakery,Brand_040,69,
TX0002173,2025-07-15 09:14:00,2025-07-15,U0154,S043,P0790,2,114,,,,,,,,,0,8,ขอนแก่น,Gas Station,PersonalCare,Brand_040,56,
TX0002174,2025-08-19 23:58:00,2025-08-19,U0155,S044,P0701,1,43,,,,,,,,,0,1,ขอนแก่น,Gas Station,Snacks,Brand_038,43,
TX0002175,2025-09-14 05:11:00,2025-09-14,U0155,S004,P0753,3,141,,,,,,,,,0,8,สุราษฎร์ธานี,Entertainment Venue,Beverages,Brand_015,47,
TX0002176,2025-06-25 05:26:00,2025-06-25,U0155,S046,P0415,1,96,,,,,,,,,0,4,เชียงใหม่,Educational Institution,InstantFoods,Brand_032,98,
TX0002177,2025-08-07 12:58:00,2025-08-07,U0155,S029,P0887,4,190,,,,,,,,,0,8,กรุงเทพฯ,Hospital,Beverages,Brand_031,49,
TX0002178,2025-08-28 16:07:00,2025-08-28,U0155,S003,P0043,2,125,,,,,,,,,0,10,กรุงเทพฯ,Gas Station,Household,Brand_026,66,
TX0002179,2025-08-29 00:15:00,2025-08-29,U0155,S018,P0627,5,621,,,,,,,,,0,6,กรุงเทพฯ,Educational Institution,ReadyToEat,Brand_017,114,
TX0002180,2025-08-13 04:35:00,2025-08-13,U0155,S047,P0396,3,256,,,,,,,,,0,8,ภูเก็ต,Hospital,DairyBakery,Brand_037,79,
TX0002181,2025-09-16 12:22:00,2025-09-16,U0155,S032,P0487,2,163,,,,,,,,,0,5,กรุงเทพฯ,Transport Hub,Household,Brand_050,85,
TX0002182,2025-07-25 21:49:00,2025-07-25,U0155,S027,P0352,4,292,,,,,,,,,0,9,กรุงเทพฯ,Educational Institution,Beverages,Brand_014,71,
TX0002183,2025-09-13 18:58:00,2025-09-13,U0155,S028,P0838,2,394,,,,,,,,,0,6,เชียงใหม่,Office,Others,Brand_014,190,
TX0002184,2025-08-13 15:09:00,2025-08-13,U0155,S029,P0217,2,608,,,,,,,,,0,8,กรุงเทพฯ,Hospital,Others,Brand_018,292,
TX0002185,2025-06-29 13:58:00,2025-06-29,U0155,S043,P0620,2,392,,,,,,,,,0,8,ขอนแก่น,Gas Station,HealthBeauty,Brand_042,181,
TX0002186,2025-06-30 17:09:00,2025-06-30,U0156,S043,P0956,2,327,,,,,,,,,0,8,ขอนแก่น,Gas Station,HealthBeauty,Brand_023,165,
TX0002187,2025-09-20 04:19:00,2025-09-20,U0156,S001,P0672,3,308,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,ReadyToEat,Brand_014,105,
TX0002188,2025-07-12 03:41:00,2025-07-12,U0156,S042,P0842,4,174,,,,,,,,,0,4,อุบลราชธานี,Gas Station,Snacks,Brand_042,42,
TX0002189,2025-07-25 04:59:00,2025-07-25,U0156,S010,P0443,4,266,,,,,,,,,0,3,อุบลราชธานี,Tourist Attraction,Others,Brand_019,65,
TX0002190,2025-07-06 18:46:00,2025-07-06,U0156,S016,P0002,2,411,,,,,,,,,0,2,สุราษฎร์ธานี,Educational Institution,HealthBeauty,Brand_030,191,
TX0002191,2025-08-30 15:24:00,2025-08-30,U0156,S010,P0149,3,188,,,,,,,,,0,3,อุบลราชธานี,Tourist Attraction,HealthBeauty,Brand_003,65,
TX0002192,2025-07-27 04:35:00,2025-07-27,U0156,S048,P0376,3,464,,,,,,,,,0,10,กรุงเทพฯ,Gas Station,Others,Brand_042,162,
TX0002193,2025-07-15 13:23:00,2025-07-15,U0156,S039,P0684,3,497,,,,,,,,,0,5,ภูเก็ต,Factory,PersonalCare,Brand_020,169,
TX0002194,2025-08-01 01:22:00,2025-08-01,U0156,S045,P0835,5,166,,,,,,,,,0,10,นครราชสีมา,Gas Station,Beverages,Brand_019,31,
TX0002195,2025-09-04 03:38:00,2025-09-04,U0156,S037,P0323,2,83,,,,,,,,,0,10,ขอนแก่น,Educational Institution,DairyBakery,Brand_032,41,
TX0002196,2025-07-30 07:01:00,2025-07-30,U0156,S011,P0852,4,225,,,,,,,,,0,9,ภูเก็ต,Tourist Attraction,Snacks,Brand_005,55,
TX0002197,2025-09-12 17:23:00,2025-09-12,U0156,S026,P0854,1,83,,,,,,,,,0,1,สุราษฎร์ธานี,Transport Hub,PersonalCare,Brand_039,79,
TX0002198,2025-08-22 08:25:00,2025-08-22,U0156,S010,P0461,3,320,,,,,,,,,0,3,อุบลราชธานี,Tourist Attraction,Household,Brand_045,112,
TX0002199,2025-07-05 01:44:00,2025-07-05,U0157,S005,P0304,1,131,,,,,,,,,0,10,ภูเก็ต,Tourist Attraction,PersonalCare,Brand_026,135,
TX0002200,2025-08-13 16:32:00,2025-08-13,U0157,S031,P0835,4,127,,,,,,,,,0,3,สุราษฎร์ธานี,Factory,Beverages,Brand_019,31,
TX0002201,2025-08-12 12:52:00,2025-08-12,U0157,S025,P0542,4,214,,,,,,,วันแม่แห่งชาติ (Mother's Day),วันพิเศษไทย,1,6,นนทบุรี,Entertainment Venue,Beverages,Brand_015,50,
TX0002202,2025-07-11 16:34:00,2025-07-11,U0157,S002,P0981,4,367,,,,,,,เข้าพรรษา (Buddhist Lent),วันสำคัญทางศาสนา,1,5,สุราษฎร์ธานี,Hospital,ReadyToEat,Brand_024,85,
TX0002203,2025-07-31 08:00:00,2025-07-31,U0157,S007,P0604,2,307,,,,,,,,,0,10,เชียงใหม่,Hospital,HealthBeauty,Brand_034,154,
TX0002204,2025-09-13 09:36:00,2025-09-13,U0157,S028,P0093,2,240,,,,,,,,,0,6,เชียงใหม่,Office,InstantFoods,Brand_007,116,
TX0002205,2025-09-15 00:54:00,2025-09-15,U0157,S042,P0175,2,322,,,,,,,,,0,4,อุบลราชธานี,Gas Station,PersonalCare,Brand_025,169,
TX0002206,2025-08-06 23:29:00,2025-08-06,U0157,S004,P0611,1,156,,,,,,,,,0,8,สุราษฎร์ธานี,Entertainment Venue,PersonalCare,Brand_018,161,
TX0002207,2025-07-01 03:16:00,2025-07-01,U0157,S002,P0076,3,557,,,,,,,,,0,5,สุราษฎร์ธานี,Hospital,Others,Brand_031,174,
TX0002208,2025-07-16 21:42:00,2025-07-16,U0157,S046,P0313,4,178,,,,,,,,,0,4,เชียงใหม่,Educational Institution,Household,Brand_032,45,
TX0002209,2025-08-08 08:05:00,2025-08-08,U0157,S002,P0052,4,787,,,,,,,8.8 Double Day,วันเลขเบิ้ล,1,5,สุราษฎร์ธานี,Hospital,PersonalCare,Brand_006,179,
TX0002210,2025-07-13 15:42:00,2025-07-13,U0157,S041,P0271,4,613,,,,,,,,,0,6,นครราชสีมา,Office,HealthBeauty,Brand_029,154,
TX0002211,2025-08-14 06:42:00,2025-08-14,U0157,S036,P0633,5,793,,,,,,,,,0,10,กรุงเทพฯ,Entertainment Venue,Household,Brand_016,154,
TX0002212,2025-07-16 12:12:00,2025-07-16,U0157,S039,P0009,1,37,,,,,,,,,0,5,ภูเก็ต,Factory,Beverages,Brand_025,35,
TX0002213,2025-07-21 07:55:00,2025-07-21,U0157,S025,P0571,1,101,,,,,,,,,0,6,นนทบุรี,Entertainment Venue,Household,Brand_024,94,
TX0002214,2025-09-18 02:21:00,2025-09-18,U0157,S014,P0246,2,154,,,,,,,,,0,11,สุราษฎร์ธานี,Factory,PersonalCare,Brand_050,77,
TX0002215,2025-06-30 11:41:00,2025-06-30,U0157,S044,P0156,3,137,,,,,,,,,0,1,ขอนแก่น,Gas Station,InstantFoods,Brand_028,47,
TX0002216,2025-09-16 01:02:00,2025-09-16,U0157,S035,P0471,3,348,,,,,,,,,0,12,อุบลราชธานี,Gas Station,InstantFoods,Brand_011,112,
TX0002217,2025-08-24 15:57:00,2025-08-24,U0157,S003,P0948,5,147,,,,,,,,,0,10,กรุงเทพฯ,Gas Station,Snacks,Brand_044,29,
TX0002218,2025-08-28 01:27:00,2025-08-28,U0157,S007,P0438,1,21,,,,,,,,,0,10,เชียงใหม่,Hospital,Snacks,Brand_020,19,
TX0002219,2025-09-20 20:09:00,2025-09-20,U0157,S002,P0652,3,241,,,,,,,,,0,5,สุราษฎร์ธานี,Hospital,InstantFoods,Brand_038,81,
TX0002220,2025-07-25 05:31:00,2025-07-25,U0157,S029,P0209,3,312,,,,,,,,,0,8,กรุงเทพฯ,Hospital,DairyBakery,Brand_043,109,
TX0002221,2025-09-23 16:14:00,2025-09-23,U0157,S009,P0600,1,119,,,,,,,เทศกาลกินเจ (Vegetarian Festival),เทศกาลไทย-จีน,1,8,นครราชสีมา,Office,PersonalCare,Brand_027,113,
TX0002222,2025-09-19 12:49:00,2025-09-19,U0157,S034,P0320,1,186,,,,,,,,,0,6,สงขลา,Educational Institution,HealthBeauty,Brand_022,173,
TX0002223,2025-09-01 15:20:00,2025-09-01,U0158,S018,P0908,4,58,,,,,,,,,0,6,กรุงเทพฯ,Educational Institution,Snacks,Brand_025,15,
TX0002224,2025-07-29 13:03:00,2025-07-29,U0158,S001,P0961,2,133,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,DairyBakery,Brand_029,68,
TX0002225,2025-08-13 04:56:00,2025-08-13,U0158,S044,P0232,4,201,,,,,,,,,0,1,ขอนแก่น,Gas Station,Others,Brand_009,48,
TX0002226,2025-08-05 16:59:00,2025-08-05,U0158,S008,P0750,3,280,,,,,,,,,0,12,นนทบุรี,Educational Institution,DairyBakery,Brand_038,93,
TX0002227,2025-07-22 16:26:00,2025-07-22,U0158,S006,P0999,1,82,,,,,,,,,0,12,นนทบุรี,Educational Institution,InstantFoods,Brand_036,85,
TX0002228,2025-07-15 12:40:00,2025-07-15,U0158,S045,P0377,1,22,,,,,,,,,0,10,นครราชสีมา,Gas Station,Snacks,Brand_037,22,
TX0002229,2025-07-05 22:00:00,2025-07-05,U0158,S038,P0546,4,491,,,,,,,,,0,11,กรุงเทพฯ,Educational Institution,HealthBeauty,Brand_004,116,
TX0002230,2025-07-24 22:10:00,2025-07-24,U0158,S030,P0642,4,200,,,,,,,,,0,2,อุบลราชธานี,Gas Station,Beverages,Brand_033,48,
TX0002231,2025-07-02 11:04:00,2025-07-02,U0158,S035,P0579,1,267,,,,,,,,,0,12,อุบลราชธานี,Gas Station,Others,Brand_047,267,
TX0002232,2025-07-07 19:15:00,2025-07-07,U0158,S014,P0798,1,63,,,,,,,7.7 Double Day,วันเลขเบิ้ล,1,11,สุราษฎร์ธานี,Factory,HealthBeauty,Brand_008,62,
TX0002233,2025-09-11 03:27:00,2025-09-11,U0159,S014,P0628,5,961,,,,,,,,,0,11,สุราษฎร์ธานี,Factory,HealthBeauty,Brand_043,188,
TX0002234,2025-08-11 15:15:00,2025-08-11,U0159,S005,P0810,2,76,,,,,,,,,0,10,ภูเก็ต,Tourist Attraction,Snacks,Brand_041,40,
TX0002235,2025-07-25 14:44:00,2025-07-25,U0159,S013,P0481,1,144,,,,,,,,,0,8,สงขลา,Entertainment Venue,PersonalCare,Brand_048,144,
TX0002236,2025-09-12 22:48:00,2025-09-12,U0159,S040,P0407,3,148,,,,,,,,,0,1,ชลบุรี,Residential/Market,HealthBeauty,Brand_026,47,
TX0002237,2025-08-21 16:00:00,2025-08-21,U0159,S024,P0368,2,113,,,,,,,,,0,12,อุบลราชธานี,Entertainment Venue,Beverages,Brand_026,53,
TX0002238,2025-06-26 11:14:00,2025-06-26,U0159,S039,P0260,3,355,,,,,,,,,0,5,ภูเก็ต,Factory,Household,Brand_028,114,
TX0002239,2025-09-09 10:18:00,2025-09-09,U0159,S001,P0351,2,100,,,,,,,9.9 Double Day,วันเลขเบิ้ล,1,3,สุราษฎร์ธานี,Residential/Market,Beverages,Brand_009,51,
TX0002240,2025-09-06 08:58:00,2025-09-06,U0159,S008,P0482,2,218,,,,,,,,,0,12,นนทบุรี,Educational Institution,ReadyToEat,Brand_004,106,
TX0002241,2025-07-13 21:11:00,2025-07-13,U0159,S039,P0342,4,459,,,,,,,,,0,5,ภูเก็ต,Factory,PersonalCare,Brand_019,116,
TX0002242,2025-07-09 00:03:00,2025-07-09,U0159,S039,P0916,1,96,,,,,,,,,0,5,ภูเก็ต,Factory,ReadyToEat,Brand_046,90,
TX0002243,2025-08-30 19:11:00,2025-08-30,U0159,S045,P0415,2,191,,,,,,,,,0,10,นครราชสีมา,Gas Station,InstantFoods,Brand_032,98,
TX0002244,2025-09-03 20:18:00,2025-09-03,U0159,S004,P0126,4,712,,,,,,,,,0,8,สุราษฎร์ธานี,Entertainment Venue,FrozenFoods,Brand_001,178,
TX0002245,2025-07-11 02:05:00,2025-07-11,U0159,S015,P0111,1,146,,,,,,,เข้าพรรษา (Buddhist Lent),วันสำคัญทางศาสนา,1,1,ชลบุรี,Educational Institution,Household,Brand_021,142,
TX0002246,2025-08-17 19:01:00,2025-08-17,U0159,S024,P0050,1,24,,,,,,,,,0,12,อุบลราชธานี,Entertainment Venue,Snacks,Brand_050,24,
TX0002247,2025-09-01 00:08:00,2025-09-01,U0159,S036,P0057,2,57,,,,,,,,,0,10,กรุงเทพฯ,Entertainment Venue,Beverages,Brand_024,27,
TX0002248,2025-07-24 16:08:00,2025-07-24,U0159,S009,P0486,1,70,,,,,,,,,0,8,นครราชสีมา,Office,FrozenFoods,Brand_007,73,
TX0002249,2025-08-01 19:43:00,2025-08-01,U0160,S025,P0604,2,331,,,,,,,,,0,6,นนทบุรี,Entertainment Venue,HealthBeauty,Brand_034,154,
TX0002250,2025-08-24 02:31:00,2025-08-24,U0160,S002,P0038,2,405,,,,,,,,,0,5,สุราษฎร์ธานี,Hospital,Others,Brand_046,194,
TX0002251,2025-07-03 18:26:00,2025-07-03,U0160,S047,P0007,1,42,,,,,,,,,0,8,ภูเก็ต,Hospital,Household,Brand_045,39,
TX0002252,2025-07-22 18:24:00,2025-07-22,U0160,S016,P0973,2,302,,,,,,,,,0,2,สุราษฎร์ธานี,Educational Institution,Household,Brand_008,151,
TX0002253,2025-08-11 16:39:00,2025-08-11,U0160,S010,P0598,3,326,,,,,,,,,0,3,อุบลราชธานี,Tourist Attraction,DairyBakery,Brand_002,110,
TX0002254,2025-08-04 09:05:00,2025-08-04,U0160,S048,P0589,5,480,,,,,,,,,0,10,กรุงเทพฯ,Gas Station,DairyBakery,Brand_046,98,
TX0002255,2025-08-16 17:06:00,2025-08-16,U0160,S026,P0256,2,369,,,,,,,,,0,1,สุราษฎร์ธานี,Transport Hub,PersonalCare,Brand_005,174,
TX0002256,2025-08-16 10:41:00,2025-08-16,U0160,S034,P0697,4,319,,,,,,,,,0,6,สงขลา,Educational Institution,HealthBeauty,Brand_038,76,
TX0002257,2025-07-19 14:38:00,2025-07-19,U0160,S033,P0004,1,60,,,,,,,,,0,1,นครราชสีมา,Residential/Market,Beverages,Brand_032,58,
TX0002258,2025-08-08 22:49:00,2025-08-08,U0160,S002,P0724,4,189,,,,,,,8.8 Double Day,วันเลขเบิ้ล,1,5,สุราษฎร์ธานี,Hospital,DairyBakery,Brand_042,45,
TX0002259,2025-08-07 12:04:00,2025-08-07,U0161,S015,P0053,5,191,,,,,,,,,0,1,ชลบุรี,Educational Institution,InstantFoods,Brand_008,38,
TX0002260,2025-08-30 09:06:00,2025-08-30,U0161,S028,P0159,2,58,,,,,,,,,0,6,เชียงใหม่,Office,Beverages,Brand_003,27,
TX0002261,2025-09-07 23:50:00,2025-09-07,U0161,S014,P0881,4,455,,,,,,,,,0,11,สุราษฎร์ธานี,Factory,ReadyToEat,Brand_037,107,
TX0002262,2025-08-10 16:00:00,2025-08-10,U0161,S033,P0841,4,444,,,,,,,,,0,1,นครราชสีมา,Residential/Market,FrozenFoods,Brand_037,107,
TX0002263,2025-09-15 10:41:00,2025-09-15,U0161,S023,P0135,3,105,,,,,,,,,0,4,สุราษฎร์ธานี,Gas Station,InstantFoods,Brand_037,32,
TX0002264,2025-06-29 18:38:00,2025-06-29,U0161,S019,P0393,4,422,,,,,,,,,0,4,สงขลา,Residential/Market,Others,Brand_002,109,
TX0002265,2025-09-18 20:02:00,2025-09-18,U0161,S028,P0965,4,128,,,,,,,,,0,6,เชียงใหม่,Office,Beverages,Brand_035,30,
TX0002266,2025-07-28 08:49:00,2025-07-28,U0161,S019,P0333,4,228,,,,,,,,,0,4,สงขลา,Residential/Market,DairyBakery,Brand_034,53,
TX0002267,2025-07-03 05:12:00,2025-07-03,U0161,S048,P0604,4,654,,,,,,,,,0,10,กรุงเทพฯ,Gas Station,HealthBeauty,Brand_034,154,
TX0002268,2025-09-03 07:07:00,2025-09-03,U0161,S005,P0892,2,403,,,,,,,,,0,10,ภูเก็ต,Tourist Attraction,PersonalCare,Brand_042,188,
TX0002269,2025-08-01 01:31:00,2025-08-01,U0161,S001,P0651,3,392,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,ReadyToEat,Brand_046,121,
TX0002270,2025-06-27 11:02:00,2025-06-27,U0161,S004,P0712,2,58,,,,,,,,,0,8,สุราษฎร์ธานี,Entertainment Venue,DairyBakery,Brand_026,29,
TX0002271,2025-07-10 15:58:00,2025-07-10,U0161,S027,P0334,3,167,,,,,,,วันอาสาฬหบูชา (Asalha Puja),วันสำคัญทางศาสนา,1,9,กรุงเทพฯ,Educational Institution,Household,Brand_046,55,
TX0002272,2025-08-14 16:59:00,2025-08-14,U0161,S026,P0071,3,262,,,,,,,,,0,1,สุราษฎร์ธานี,Transport Hub,ReadyToEat,Brand_024,83,
TX0002273,2025-08-04 07:50:00,2025-08-04,U0161,S041,P0902,2,495,,,,,,,,,0,6,นครราชสีมา,Office,Others,Brand_023,260,
TX0002274,2025-07-11 09:04:00,2025-07-11,U0161,S047,P0254,1,34,,,,,,,เข้าพรรษา (Buddhist Lent),วันสำคัญทางศาสนา,1,8,ภูเก็ต,Hospital,Others,Brand_037,33,
