transaction_id,user_id,product_id,qty,price,timestamp,store_id,is_online,products.category,products.brand,products.base_price,stores.zone,stores.province,stores.profile,promo_id
TX0007136,U0500,P0331,2,274,7/9/2025 20:19,S018,FALSE,Others,Brand_001,132,6,กรุงเทพฯ,Educational Institution,
TX0007216,U0508,P0092,1,132,29/6/2025 15:09,S018,FALSE,Others,Brand_011,120,6,กรุงเทพฯ,Educational Institution,
TX0007222,U0508,P0701,1,42,17/7/2025 14:43,S018,FALSE,Snacks,Brand_038,43,6,กรุงเทพฯ,Educational Institution,
TX0007478,U0528,P0414,3,397,6/7/2025 10:46,S018,FALSE,PersonalCare,Brand_023,132,6,กรุงเทพฯ,Educational Institution,
TX0007485,U0529,P0225,4,122,12/8/2025 4:57,S018,FALSE,Household,Brand_031,30,6,กรุงเทพฯ,Educational Institution,
TX0007503,U0531,P0285,3,825,20/9/2025 22:57,S018,FALSE,Others,Brand_046,287,6,กรุงเทพฯ,Educational Institution,
TX0007646,U0540,P0811,5,397,31/7/2025 1:28,S018,FALSE,HealthBeauty,Brand_019,83,6,กรุงเทพฯ,Educational Institution,
TX0007772,U0549,P0764,3,50,15/7/2025 9:30,S018,FALSE,Snacks,Brand_020,16,6,กรุงเทพฯ,Educational Institution,
TX0007792,U0551,P0149,1,71,15/7/2025 0:32,S018,FALSE,HealthBeauty,Brand_003,65,6,กรุงเทพฯ,Educational Institution,
TX0007885,U0558,P0580,5,520,17/7/2025 17:27,S018,FALSE,HealthBeauty,Brand_050,104,6,กรุงเทพฯ,Educational Institution,
TX0007930,U0561,P0350,2,409,11/9/2025 1:29,S018,FALSE,Others,Brand_030,192,6,กรุงเทพฯ,Educational Institution,
TX0008012,U0567,P0842,4,167,6/8/2025 12:28,S018,FALSE,Snacks,Brand_042,42,6,กรุงเทพฯ,Educational Institution,
TX0008026,U0567,P0965,1,30,7/7/2025 4:59,S018,FALSE,Beverages,Brand_035,30,6,กรุงเทพฯ,Educational Institution,
TX0008030,U0567,P0998,3,345,8/7/2025 3:05,S018,FALSE,FrozenFoods,Brand_016,114,6,กรุงเทพฯ,Educational Institution,
TX0008072,U0570,P0160,2,621,21/8/2025 18:06,S018,FALSE,Others,Brand_011,286,6,กรุงเทพฯ,Educational Institution,
TX0008092,U0572,P0444,1,224,10/7/2025 10:56,S018,FALSE,Others,Brand_009,221,6,กรุงเทพฯ,Educational Institution,
TX0008112,U0573,P0122,4,212,12/8/2025 15:42,S018,FALSE,InstantFoods,Brand_042,55,6,กรุงเทพฯ,Educational Institution,
TX0008125,U0573,P0733,5,625,16/9/2025 6:07,S018,FALSE,ReadyToEat,Brand_027,130,6,กรุงเทพฯ,Educational Institution,
TX0008224,U0580,P0042,5,680,13/9/2025 3:21,S018,FALSE,ReadyToEat,Brand_050,137,6,กรุงเทพฯ,Educational Institution,
TX0008273,U0584,P0520,1,93,29/6/2025 7:07,S018,FALSE,PersonalCare,Brand_023,89,6,กรุงเทพฯ,Educational Institution,
TX0008336,U0589,P0827,4,201,7/8/2025 11:08,S018,FALSE,DairyBakery,Brand_031,52,6,กรุงเทพฯ,Educational Institution,
TX0008356,U0590,P0775,5,782,1/9/2025 6:51,S018,FALSE,FrozenFoods,Brand_047,149,6,กรุงเทพฯ,Educational Institution,
TX0008370,U0591,P0563,3,155,10/7/2025 19:45,S018,FALSE,InstantFoods,Brand_020,48,6,กรุงเทพฯ,Educational Institution,
TX0008454,U0599,P0572,4,116,19/7/2025 1:35,S018,FALSE,DairyBakery,Brand_049,28,6,กรุงเทพฯ,Educational Institution,
TX0008465,U0600,P0940,4,805,26/8/2025 7:34,S018,FALSE,HealthBeauty,Brand_018,194,6,กรุงเทพฯ,Educational Institution,
TX0008513,U0603,P0854,1,76,15/9/2025 8:51,S018,FALSE,PersonalCare,Brand_039,79,6,กรุงเทพฯ,Educational Institution,
TX0008514,U0603,P0937,3,337,27/7/2025 17:16,S018,FALSE,ReadyToEat,Brand_042,111,6,กรุงเทพฯ,Educational Institution,
TX0008574,U0607,P0929,1,211,7/9/2025 3:13,S018,FALSE,Others,Brand_023,216,6,กรุงเทพฯ,Educational Institution,
TX0008576,U0607,P0724,5,222,1/8/2025 19:03,S018,FALSE,DairyBakery,Brand_042,45,6,กรุงเทพฯ,Educational Institution,
TX0008620,U0609,P0005,4,214,21/8/2025 10:08,S018,FALSE,DairyBakery,Brand_034,54,6,กรุงเทพฯ,Educational Institution,
TX0008641,U0611,P0546,4,506,20/8/2025 10:46,S018,FALSE,HealthBeauty,Brand_004,116,6,กรุงเทพฯ,Educational Institution,
TX0008655,U0611,P0132,2,168,26/6/2025 7:06,S018,FALSE,InstantFoods,Brand_010,84,6,กรุงเทพฯ,Educational Institution,
TX0008686,U0613,P0581,4,274,27/7/2025 14:08,S018,FALSE,DairyBakery,Brand_020,65,6,กรุงเทพฯ,Educational Institution,
TX0008710,U0614,P0386,3,157,24/8/2025 13:56,S018,FALSE,Snacks,Brand_026,52,6,กรุงเทพฯ,Educational Institution,
TX0008740,U0615,P0102,4,221,2/8/2025 4:17,S018,FALSE,ReadyToEat,Brand_029,57,6,กรุงเทพฯ,Educational Institution,
TX0008779,U0619,P0800,3,178,30/6/2025 3:00,S018,FALSE,ReadyToEat,Brand_009,58,6,กรุงเทพฯ,Educational Institution,
TX0008875,U0627,P0508,5,893,20/9/2025 18:46,S018,FALSE,Others,Brand_006,170,6,กรุงเทพฯ,Educational Institution,
TX0008916,U0630,P0014,5,405,28/8/2025 4:02,S018,FALSE,InstantFoods,Brand_025,82,6,กรุงเทพฯ,Educational Institution,
TX0008998,U0637,P0816,3,93,15/7/2025 10:21,S018,FALSE,DairyBakery,Brand_019,30,6,กรุงเทพฯ,Educational Institution,
TX0009072,U0642,P0633,5,788,4/8/2025 22:39,S018,FALSE,Household,Brand_016,154,6,กรุงเทพฯ,Educational Institution,
TX0009079,U0643,P0450,3,359,6/7/2025 10:29,S018,FALSE,ReadyToEat,Brand_029,116,6,กรุงเทพฯ,Educational Institution,
TX0009094,U0644,P0225,4,117,28/7/2025 20:19,S018,FALSE,Household,Brand_031,30,6,กรุงเทพฯ,Educational Institution,
TX0009098,U0644,P0779,3,312,16/8/2025 21:40,S018,FALSE,InstantFoods,Brand_030,102,6,กรุงเทพฯ,Educational Institution,
TX0009197,U0650,P0424,2,111,14/9/2025 4:44,S018,FALSE,ReadyToEat,Brand_044,56,6,กรุงเทพฯ,Educational Institution,
TX0009362,U0660,P0279,2,118,10/9/2025 5:44,S018,FALSE,InstantFoods,Brand_041,54,6,กรุงเทพฯ,Educational Institution,
TX0009452,U0667,P0173,2,299,8/8/2025 16:42,S018,FALSE,Others,Brand_005,143,6,กรุงเทพฯ,Educational Institution,
TX0009489,U0670,P0890,5,224,1/7/2025 3:32,S018,FALSE,InstantFoods,Brand_037,47,6,กรุงเทพฯ,Educational Institution,
TX0009501,U0671,P0063,2,154,20/8/2025 16:26,S018,FALSE,FrozenFoods,Brand_005,81,6,กรุงเทพฯ,Educational Institution,
TX0009509,U0672,P0166,4,470,4/9/2025 5:16,S018,FALSE,PersonalCare,Brand_039,121,6,กรุงเทพฯ,Educational Institution,
TX0009547,U0675,P0163,1,34,25/7/2025 22:24,S018,FALSE,Household,Brand_008,35,6,กรุงเทพฯ,Educational Institution,
TX0009591,U0678,P0039,4,218,20/7/2025 14:54,S018,FALSE,Household,Brand_040,57,6,กรุงเทพฯ,Educational Institution,
TX0009597,U0679,P0657,1,50,5/9/2025 1:08,S018,FALSE,Beverages,Brand_012,47,6,กรุงเทพฯ,Educational Institution,
TX0009617,U0681,P0110,5,327,28/8/2025 21:40,S018,FALSE,DairyBakery,Brand_010,64,6,กรุงเทพฯ,Educational Institution,
TX0009630,U0682,P0390,4,328,20/8/2025 16:30,S018,FALSE,HealthBeauty,Brand_048,86,6,กรุงเทพฯ,Educational Institution,
TX0009712,U0688,P0510,3,502,15/7/2025 7:35,S018,FALSE,Household,Brand_008,166,6,กรุงเทพฯ,Educational Institution,
TX0009746,U0690,P0257,5,606,16/8/2025 9:51,S018,FALSE,DairyBakery,Brand_005,112,6,กรุงเทพฯ,Educational Institution,
TX0009757,U0691,P0424,2,110,20/7/2025 18:38,S018,FALSE,ReadyToEat,Brand_044,56,6,กรุงเทพฯ,Educational Institution,
TX0009848,U0696,P0561,1,174,29/8/2025 8:22,S018,FALSE,Household,Brand_040,182,6,กรุงเทพฯ,Educational Institution,
TX0009963,U0704,P0434,4,451,18/7/2025 0:16,S018,FALSE,ReadyToEat,Brand_025,112,6,กรุงเทพฯ,Educational Institution,
TX0009995,U0707,P0853,1,47,6/8/2025 2:23,S018,FALSE,InstantFoods,Brand_049,45,6,กรุงเทพฯ,Educational Institution,
TX0009999,U0707,P0606,2,115,4/9/2025 0:10,S018,FALSE,Snacks,Brand_024,56,6,กรุงเทพฯ,Educational Institution,
TX0010001,U0707,P0988,2,369,14/9/2025 17:52,S018,FALSE,FrozenFoods,Brand_015,176,6,กรุงเทพฯ,Educational Institution,
TX0010010,U0707,P0699,1,46,24/7/2025 10:59,S018,FALSE,Snacks,Brand_005,44,6,กรุงเทพฯ,Educational Institution,
TX0010013,U0708,P0626,2,249,27/7/2025 4:14,S018,FALSE,FrozenFoods,Brand_039,127,6,กรุงเทพฯ,Educational Institution,
TX0010032,U0709,P0620,1,185,7/9/2025 5:11,S018,FALSE,HealthBeauty,Brand_042,181,6,กรุงเทพฯ,Educational Institution,
TX0010046,U0710,P0653,4,371,11/7/2025 5:35,S018,FALSE,Household,Brand_012,92,6,กรุงเทพฯ,Educational Institution,
TX0010073,U0712,P0873,2,225,9/7/2025 12:23,S018,FALSE,InstantFoods,Brand_045,113,6,กรุงเทพฯ,Educational Institution,
TX0010252,U0724,P0851,5,438,27/6/2025 15:32,S018,FALSE,FrozenFoods,Brand_049,87,6,กรุงเทพฯ,Educational Institution,
TX0010282,U0726,P0213,4,214,21/9/2025 11:19,S018,FALSE,DairyBakery,Brand_023,54,6,กรุงเทพฯ,Educational Institution,
TX0010308,U0728,P0604,1,158,23/9/2025 6:08,S018,FALSE,HealthBeauty,Brand_034,154,6,กรุงเทพฯ,Educational Institution,
TX0010416,U0736,P0606,2,113,11/9/2025 12:20,S018,FALSE,Snacks,Brand_024,56,6,กรุงเทพฯ,Educational Institution,
TX0010522,U0744,P0605,4,504,31/8/2025 13:23,S018,FALSE,PersonalCare,Brand_029,131,6,กรุงเทพฯ,Educational Institution,
TX0010528,U0745,P0992,2,283,3/8/2025 12:50,S018,FALSE,Household,Brand_034,140,6,กรุงเทพฯ,Educational Institution,
TX0010575,U0750,P0590,5,610,20/9/2025 11:11,S018,FALSE,Household,Brand_025,121,6,กรุงเทพฯ,Educational Institution,
TX0010634,U0754,P0048,3,285,8/9/2025 9:47,S018,FALSE,PersonalCare,Brand_045,92,6,กรุงเทพฯ,Educational Institution,
TX0010668,U0756,P0630,3,79,28/8/2025 5:42,S018,FALSE,Beverages,Brand_039,26,6,กรุงเทพฯ,Educational Institution,
TX0010674,U0756,P0962,2,355,3/7/2025 16:07,S018,FALSE,HealthBeauty,Brand_010,179,6,กรุงเทพฯ,Educational Institution,
TX0010802,U0765,P0743,3,158,22/7/2025 5:15,S018,FALSE,HealthBeauty,Brand_025,49,6,กรุงเทพฯ,Educational Institution,
TX0010916,U0773,P0735,5,189,8/9/2025 0:09,S018,FALSE,Household,Brand_032,38,6,กรุงเทพฯ,Educational Institution,
TX0010919,U0773,P0454,5,818,10/7/2025 15:51,S018,FALSE,PersonalCare,Brand_036,169,6,กรุงเทพฯ,Educational Institution,
TX0010951,U0776,P0161,5,967,26/8/2025 23:02,S018,FALSE,PersonalCare,Brand_002,196,6,กรุงเทพฯ,Educational Institution,
TX0011012,U0782,P0907,4,131,25/6/2025 15:24,S018,FALSE,Beverages,Brand_014,31,6,กรุงเทพฯ,Educational Institution,
TX0011019,U0782,P0714,1,193,13/8/2025 15:34,S018,FALSE,Household,Brand_029,186,6,กรุงเทพฯ,Educational Institution,
TX0011099,U0788,P0854,2,168,2/9/2025 0:32,S018,FALSE,PersonalCare,Brand_039,79,6,กรุงเทพฯ,Educational Institution,
TX0011147,U0791,P0698,2,110,30/7/2025 18:32,S018,FALSE,InstantFoods,Brand_010,52,6,กรุงเทพฯ,Educational Institution,
TX0011159,U0792,P0453,5,1354,21/7/2025 2:44,S018,FALSE,Others,Brand_027,256,6,กรุงเทพฯ,Educational Institution,
TX0011192,U0794,P0263,3,177,23/7/2025 20:50,S018,FALSE,Snacks,Brand_006,59,6,กรุงเทพฯ,Educational Institution,
TX0011247,U0798,P0148,5,203,23/9/2025 17:24,S018,FALSE,Others,Brand_034,38,6,กรุงเทพฯ,Educational Institution,
TX0011326,U0804,P0626,1,124,13/9/2025 7:31,S018,FALSE,FrozenFoods,Brand_039,127,6,กรุงเทพฯ,Educational Institution,
TX0011336,U0805,P0292,3,527,13/9/2025 9:55,S018,FALSE,HealthBeauty,Brand_009,169,6,กรุงเทพฯ,Educational Institution,
TX0011357,U0806,P0747,5,135,14/8/2025 6:18,S018,FALSE,Snacks,Brand_041,26,6,กรุงเทพฯ,Educational Institution,
TX0011423,U0811,P0399,4,630,19/7/2025 19:16,S018,FALSE,Others,Brand_022,155,6,กรุงเทพฯ,Educational Institution,
TX0011533,U0819,P0822,1,114,7/7/2025 7:19,S018,FALSE,InstantFoods,Brand_042,115,6,กรุงเทพฯ,Educational Institution,
TX0011731,U0832,P0886,4,256,2/9/2025 13:32,S018,FALSE,Beverages,Brand_001,61,6,กรุงเทพฯ,Educational Institution,
TX0011760,U0833,P0465,1,186,18/7/2025 12:01,S018,FALSE,Household,Brand_027,178,6,กรุงเทพฯ,Educational Institution,
TX0011763,U0833,P0466,1,17,28/7/2025 5:45,S018,FALSE,Snacks,Brand_037,16,6,กรุงเทพฯ,Educational Institution,
TX0011770,U0834,P0602,1,131,4/9/2025 3:33,S018,FALSE,Household,Brand_020,134,6,กรุงเทพฯ,Educational Institution,
TX0011844,U0840,P0049,4,182,4/8/2025 15:01,S018,FALSE,Snacks,Brand_021,43,6,กรุงเทพฯ,Educational Institution,
TX0011861,U0842,P0922,1,65,24/7/2025 8:53,S018,FALSE,DairyBakery,Brand_007,62,6,กรุงเทพฯ,Educational Institution,
TX0011982,U0851,P0849,1,280,14/9/2025 8:19,S018,FALSE,Others,Brand_021,268,6,กรุงเทพฯ,Educational Institution,
TX0012016,U0854,P0322,3,104,22/9/2025 10:40,S018,FALSE,Household,Brand_040,36,6,กรุงเทพฯ,Educational Institution,
TX0012055,U0857,P0344,2,104,22/7/2025 17:15,S018,FALSE,InstantFoods,Brand_026,48,6,กรุงเทพฯ,Educational Institution,
TX0012075,U0857,P0358,2,168,29/6/2025 16:10,S018,FALSE,Beverages,Brand_015,79,6,กรุงเทพฯ,Educational Institution,
TX0012224,U0868,P0846,2,309,18/9/2025 18:19,S018,FALSE,FrozenFoods,Brand_045,143,6,กรุงเทพฯ,Educational Institution,
TX0012233,U0869,P0213,4,223,8/9/2025 17:42,S018,FALSE,DairyBakery,Brand_023,54,6,กรุงเทพฯ,Educational Institution,
TX0012262,U0870,P0728,1,99,4/7/2025 4:17,S018,FALSE,HealthBeauty,Brand_044,98,6,กรุงเทพฯ,Educational Institution,
TX0012369,U0877,P0802,5,597,23/8/2025 12:01,S018,FALSE,HealthBeauty,Brand_002,116,6,กรุงเทพฯ,Educational Institution,
TX0012376,U0878,P0088,1,29,11/8/2025 7:07,S018,FALSE,Snacks,Brand_027,29,6,กรุงเทพฯ,Educational Institution,
TX0012405,U0880,P0989,1,39,9/7/2025 6:11,S018,FALSE,InstantFoods,Brand_031,41,6,กรุงเทพฯ,Educational Institution,
TX0012428,U0882,P0197,5,215,20/8/2025 16:47,S018,FALSE,Snacks,Brand_036,44,6,กรุงเทพฯ,Educational Institution,
TX0012470,U0885,P0865,4,341,22/9/2025 7:34,S018,FALSE,HealthBeauty,Brand_007,89,6,กรุงเทพฯ,Educational Institution,
TX0012531,U0889,P0909,1,61,4/9/2025 0:27,S018,FALSE,DairyBakery,Brand_026,58,6,กรุงเทพฯ,Educational Institution,
TX0012561,U0891,P0937,3,327,12/8/2025 17:44,S018,FALSE,ReadyToEat,Brand_042,111,6,กรุงเทพฯ,Educational Institution,
TX0012607,U0893,P0998,3,351,14/9/2025 12:49,S018,FALSE,FrozenFoods,Brand_016,114,6,กรุงเทพฯ,Educational Institution,
TX0012624,U0895,P0183,2,34,31/8/2025 1:44,S018,FALSE,Snacks,Brand_008,16,6,กรุงเทพฯ,Educational Institution,
TX0012653,U0897,P0164,2,99,17/7/2025 19:57,S018,FALSE,HealthBeauty,Brand_041,48,6,กรุงเทพฯ,Educational Institution,
TX0012768,U0905,P0974,3,214,27/8/2025 6:08,S018,FALSE,InstantFoods,Brand_047,70,6,กรุงเทพฯ,Educational Institution,
TX0012798,U0908,P0141,5,911,20/9/2025 19:22,S018,FALSE,PersonalCare,Brand_022,169,6,กรุงเทพฯ,Educational Institution,
TX0012801,U0908,P0395,2,380,23/9/2025 14:42,S018,FALSE,HealthBeauty,Brand_008,179,6,กรุงเทพฯ,Educational Institution,
TX0012855,U0911,P0553,4,148,4/9/2025 11:39,S018,FALSE,DairyBakery,Brand_008,37,6,กรุงเทพฯ,Educational Institution,
TX0012920,U0916,P0458,4,587,25/7/2025 1:19,S018,FALSE,PersonalCare,Brand_044,137,6,กรุงเทพฯ,Educational Institution,
TX0012925,U0916,P0853,3,130,20/9/2025 8:24,S018,FALSE,InstantFoods,Brand_049,45,6,กรุงเทพฯ,Educational Institution,
TX0012938,U0917,P0836,1,70,4/8/2025 18:30,S018,FALSE,ReadyToEat,Brand_006,68,6,กรุงเทพฯ,Educational Institution,
TX0012954,U0918,P0874,4,128,21/8/2025 1:00,S018,FALSE,DairyBakery,Brand_043,32,6,กรุงเทพฯ,Educational Institution,
TX0013068,U0925,P0983,3,168,31/8/2025 14:33,S018,FALSE,DairyBakery,Brand_015,58,6,กรุงเทพฯ,Educational Institution,
TX0013080,U0926,P0405,1,59,16/9/2025 7:09,S018,FALSE,PersonalCare,Brand_022,56,6,กรุงเทพฯ,Educational Institution,
TX0013117,U0928,P0666,4,184,18/8/2025 8:23,S018,FALSE,ReadyToEat,Brand_002,47,6,กรุงเทพฯ,Educational Institution,
TX0013196,U0934,P0537,3,194,12/8/2025 11:02,S018,FALSE,InstantFoods,Brand_017,60,6,กรุงเทพฯ,Educational Institution,
TX0013300,U0941,P0835,2,61,14/7/2025 6:49,S018,FALSE,Beverages,Brand_019,31,6,กรุงเทพฯ,Educational Institution,
TX0013353,U0945,P0226,1,96,4/8/2025 0:43,S018,FALSE,Household,Brand_040,97,6,กรุงเทพฯ,Educational Institution,
TX0013440,U0952,P0512,1,257,16/7/2025 12:42,S018,FALSE,Others,Brand_015,267,6,กรุงเทพฯ,Educational Institution,
TX0013462,U0953,P0374,4,371,15/9/2025 12:19,S018,FALSE,FrozenFoods,Brand_001,97,6,กรุงเทพฯ,Educational Institution,
TX0013465,U0953,P0177,1,135,26/7/2025 10:06,S018,FALSE,ReadyToEat,Brand_036,132,6,กรุงเทพฯ,Educational Institution,
TX0013533,U0959,P0061,2,49,2/9/2025 20:27,S018,FALSE,Beverages,Brand_024,23,6,กรุงเทพฯ,Educational Institution,
TX0013578,U0962,P0351,2,97,19/8/2025 12:31,S018,FALSE,Beverages,Brand_009,51,6,กรุงเทพฯ,Educational Institution,
TX0013610,U0965,P0202,5,206,12/7/2025 8:07,S018,FALSE,Snacks,Brand_006,39,6,กรุงเทพฯ,Educational Institution,
TX0013737,U0974,P0164,5,257,13/8/2025 2:42,S018,FALSE,HealthBeauty,Brand_041,48,6,กรุงเทพฯ,Educational Institution,
TX0013760,U0976,P0662,2,47,7/9/2025 17:26,S018,FALSE,Snacks,Brand_029,22,6,กรุงเทพฯ,Educational Institution,
TX0013792,U0979,P0262,2,61,9/9/2025 22:26,S018,FALSE,Snacks,Brand_021,28,6,กรุงเทพฯ,Educational Institution,
TX0013802,U0980,P0244,3,419,4/8/2025 17:20,S018,FALSE,FrozenFoods,Brand_022,130,6,กรุงเทพฯ,Educational Institution,
TX0013972,U0991,P0940,2,412,3/8/2025 22:21,S018,FALSE,HealthBeauty,Brand_018,194,6,กรุงเทพฯ,Educational Institution,
TX0014033,U0996,P0333,4,206,19/7/2025 11:10,S018,FALSE,DairyBakery,Brand_034,53,6,กรุงเทพฯ,Educational Institution,
TX0014038,U0997,P0819,2,57,14/7/2025 21:51,S018,FALSE,InstantFoods,Brand_014,30,6,กรุงเทพฯ,Educational Institution,
TX0014044,U0997,P0304,4,543,17/9/2025 15:19,S018,FALSE,PersonalCare,Brand_026,135,6,กรุงเทพฯ,Educational Institution,
TX0014047,U0998,P0488,2,125,10/7/2025 0:11,S018,FALSE,PersonalCare,Brand_039,58,6,กรุงเทพฯ,Educational Institution,
TX0014060,U0998,P0683,1,24,15/7/2025 21:14,S018,FALSE,Snacks,Brand_008,24,6,กรุงเทพฯ,Educational Institution,
TX0000004,U0001,P0426,5,383,2/8/2025 7:49,S027,FALSE,Beverages,Brand_008,75,9,กรุงเทพฯ,Educational Institution,
TX0000569,U0043,P0024,1,57,29/8/2025 0:33,S027,FALSE,ReadyToEat,Brand_050,56,9,กรุงเทพฯ,Educational Institution,
TX0000475,U0035,P0956,2,344,7/7/2025 7:27,S027,FALSE,HealthBeauty,Brand_023,165,9,กรุงเทพฯ,Educational Institution,
TX0000141,U0012,P0160,5,1454,18/8/2025 19:29,S027,FALSE,Others,Brand_011,286,9,กรุงเทพฯ,Educational Institution,
TX0000725,U0055,P0256,2,363,19/7/2025 2:50,S027,FALSE,PersonalCare,Brand_005,174,9,กรุงเทพฯ,Educational Institution,
TX0000963,U0073,P0122,3,158,14/8/2025 0:39,S027,FALSE,InstantFoods,Brand_042,55,9,กรุงเทพฯ,Educational Institution,
TX0000974,U0074,P0146,3,921,9/8/2025 13:37,S027,FALSE,Others,Brand_014,286,9,กรุงเทพฯ,Educational Institution,
TX0000799,U0060,P0204,2,145,13/8/2025 17:24,S027,FALSE,DairyBakery,Brand_048,68,9,กรุงเทพฯ,Educational Institution,
TX0000695,U0052,P0428,2,349,28/6/2025 17:01,S027,FALSE,HealthBeauty,Brand_020,168,9,กรุงเทพฯ,Educational Institution,
TX0000357,U0026,P0185,2,342,19/9/2025 14:00,S027,FALSE,PersonalCare,Brand_028,163,9,กรุงเทพฯ,Educational Institution,
TX0000814,U0061,P0228,2,89,18/9/2025 6:46,S027,FALSE,Snacks,Brand_041,45,9,กรุงเทพฯ,Educational Institution,
TX0000237,U0019,P0360,4,215,12/8/2025 21:04,S027,FALSE,Snacks,Brand_048,52,9,กรุงเทพฯ,Educational Institution,
TX0000299,U0023,P0437,2,169,16/8/2025 19:56,S027,FALSE,HealthBeauty,Brand_026,77,9,กรุงเทพฯ,Educational Institution,
TX0000837,U0063,P0351,3,162,19/9/2025 13:33,S027,FALSE,Beverages,Brand_009,51,9,กรุงเทพฯ,Educational Institution,
TX0000549,U0042,P0831,1,59,23/9/2025 0:20,S027,FALSE,Household,Brand_015,55,9,กรุงเทพฯ,Educational Institution,
TX0000769,U0058,P0503,5,533,5/9/2025 21:37,S027,FALSE,ReadyToEat,Brand_046,105,9,กรุงเทพฯ,Educational Institution,
TX0000625,U0047,P0680,1,63,3/9/2025 0:45,S027,FALSE,Beverages,Brand_045,58,9,กรุงเทพฯ,Educational Institution,
TX0000855,U0065,P0948,3,88,25/8/2025 2:22,S027,FALSE,Snacks,Brand_044,29,9,กรุงเทพฯ,Educational Institution,
TX0001038,U0079,P0308,1,48,14/8/2025 3:28,S027,FALSE,Snacks,Brand_019,47,9,กรุงเทพฯ,Educational Institution,
TX0001110,U0084,P0943,1,63,15/8/2025 16:16,S027,FALSE,ReadyToEat,Brand_009,60,9,กรุงเทพฯ,Educational Institution,
TX0001156,U0087,P0783,1,52,2/8/2025 22:27,S027,FALSE,Snacks,Brand_034,52,9,กรุงเทพฯ,Educational Institution,
TX0001211,U0091,P0741,5,613,7/9/2025 23:07,S027,FALSE,ReadyToEat,Brand_024,129,9,กรุงเทพฯ,Educational Institution,
TX0001350,U0100,P0883,4,266,17/7/2025 23:06,S027,FALSE,DairyBakery,Brand_040,69,9,กรุงเทพฯ,Educational Institution,
TX0001468,U0107,P0039,3,168,27/8/2025 6:51,S027,FALSE,Household,Brand_040,57,9,กรุงเทพฯ,Educational Institution,
TX0001514,U0111,P0889,4,94,6/7/2025 12:13,S027,FALSE,Snacks,Brand_048,22,9,กรุงเทพฯ,Educational Institution,
TX0001517,U0111,P0473,5,308,30/6/2025 2:22,S027,FALSE,Household,Brand_039,59,9,กรุงเทพฯ,Educational Institution,
TX0001573,U0116,P0141,3,498,20/9/2025 20:32,S027,FALSE,PersonalCare,Brand_022,169,9,กรุงเทพฯ,Educational Institution,
TX0001672,U0123,P0940,1,186,10/8/2025 13:31,S027,FALSE,HealthBeauty,Brand_018,194,9,กรุงเทพฯ,Educational Institution,
TX0001733,U0127,P0615,3,188,7/7/2025 2:53,S027,FALSE,Snacks,Brand_016,58,9,กรุงเทพฯ,Educational Institution,
TX0001747,U0128,P0648,3,305,7/8/2025 10:13,S027,FALSE,FrozenFoods,Brand_002,105,9,กรุงเทพฯ,Educational Institution,
TX0001906,U0138,P0665,2,123,8/9/2025 4:30,S027,FALSE,DairyBakery,Brand_001,62,9,กรุงเทพฯ,Educational Institution,
TX0001910,U0139,P0028,2,194,14/8/2025 20:53,S027,FALSE,DairyBakery,Brand_010,96,9,กรุงเทพฯ,Educational Institution,
TX0001935,U0140,P0279,4,221,21/7/2025 13:36,S027,FALSE,InstantFoods,Brand_041,54,9,กรุงเทพฯ,Educational Institution,
TX0002101,U0150,P0683,4,100,29/7/2025 5:53,S027,FALSE,Snacks,Brand_008,24,9,กรุงเทพฯ,Educational Institution,
TX0002120,U0151,P0681,2,185,5/8/2025 3:25,S027,FALSE,ReadyToEat,Brand_012,87,9,กรุงเทพฯ,Educational Institution,
TX0002135,U0152,P0968,5,410,27/8/2025 18:56,S027,FALSE,ReadyToEat,Brand_026,79,9,กรุงเทพฯ,Educational Institution,
TX0002182,U0155,P0352,4,292,25/7/2025 21:49,S027,FALSE,Beverages,Brand_014,71,9,กรุงเทพฯ,Educational Institution,
TX0002271,U0161,P0334,3,167,10/7/2025 15:58,S027,FALSE,Household,Brand_046,55,9,กรุงเทพฯ,Educational Institution,
TX0002288,U0163,P0194,5,1200,8/7/2025 19:12,S027,FALSE,Others,Brand_039,236,9,กรุงเทพฯ,Educational Institution,
TX0002325,U0165,P0251,5,268,16/7/2025 13:16,S027,FALSE,PersonalCare,Brand_050,52,9,กรุงเทพฯ,Educational Institution,
TX0002366,U0168,P0858,3,446,16/9/2025 6:18,S027,FALSE,FrozenFoods,Brand_029,153,9,กรุงเทพฯ,Educational Institution,
TX0002421,U0174,P0437,1,75,28/6/2025 12:21,S027,FALSE,HealthBeauty,Brand_026,77,9,กรุงเทพฯ,Educational Institution,
TX0002449,U0175,P0619,3,126,20/9/2025 14:53,S027,FALSE,HealthBeauty,Brand_024,42,9,กรุงเทพฯ,Educational Institution,
TX0002512,U0179,P0726,5,821,22/8/2025 13:54,S027,FALSE,HealthBeauty,Brand_018,155,9,กรุงเทพฯ,Educational Institution,
TX0002517,U0179,P0317,5,447,30/7/2025 10:33,S027,FALSE,Household,Brand_012,94,9,กรุงเทพฯ,Educational Institution,
TX0002560,U0182,P0506,3,365,11/7/2025 20:16,S027,FALSE,InstantFoods,Brand_008,117,9,กรุงเทพฯ,Educational Institution,
TX0002589,U0185,P0935,1,147,11/9/2025 6:10,S027,FALSE,ReadyToEat,Brand_022,143,9,กรุงเทพฯ,Educational Institution,
